County,MSA,Median,FamilySize,VeryLow,ExtremelyLow,Low,Year
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
ROCKY HILL TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
ROXBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
SALEM TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
SALISBURY TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,1,40150,24100,64250,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,2,45900,27550,73400,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,3,51650,31000,82600,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,4,57350,34400,91750,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,5,61950,37200,99100,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,6,66550,40280,106450,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,7,71150,45420,113800,2023
SCOTLAND TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,8,75750,50560,121150,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,1,42150,25300,66300,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,2,48150,28900,75750,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,3,54150,32500,85200,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,4,60150,36100,94650,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,5,65000,39000,102250,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,6,69800,41900,109800,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,7,74600,45420,117400,2023
SEYMOUR TOWN (NEW HAVEN),"MILFORD-ANSONIA-SEYMOUR, CT",126000,8,79400,50560,124950,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
SHARON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,1,41100,24650,65750,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,2,47000,28200,75150,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,3,52850,31700,84550,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,4,58700,35200,93900,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,5,63400,38050,101450,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,6,68100,40850,108950,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,7,72800,45420,116450,2023
SHELTON TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,8,77500,50560,123950,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,1,48050,28850,66700,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,2,54900,32950,76200,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,3,61750,37050,85750,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,4,68600,41150,95250,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,5,74100,44450,102900,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,6,79600,47750,110500,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,7,85100,51050,118150,2023
SHERMAN TOWN (FAIRFIELD),"DANBURY, CT",148800,8,90600,54350,125750,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
SIMSBURY TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
SOMERS TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
SOUTH WINDSOR TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,1,40150,24100,64250,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,2,45900,27550,73400,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,3,51650,31000,82600,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,4,57350,34400,91750,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,5,61950,37200,99100,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,6,66550,40280,106450,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,7,71150,45420,113800,2023
SOUTHBURY TOWN (NEW HAVEN),"WATERBURY, CT",101100,8,75750,50560,121150,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
SOUTHINGTON TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
SPRAGUE TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
STAFFORD TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,1,60000,36000,75750,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,2,68550,41150,86550,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,3,77100,46300,97350,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,4,85650,51400,108150,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,5,92550,55550,116850,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,6,99400,59650,125500,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,7,106250,63750,134150,2023
STAMFORD TOWN (FAIRFIELD),"STAMFORD-NORWALK, CT",171300,8,113100,67850,142800,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,1,40150,24100,64250,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,2,45900,27550,73400,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,3,51650,31000,82600,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,4,57350,34400,91750,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,5,61950,37200,99100,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,6,66550,40280,106450,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,7,71150,45420,113800,2023
STERLING TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,8,75750,50560,121150,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
STONINGTON TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,1,41100,24650,65750,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,2,47000,28200,75150,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,3,52850,31700,84550,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,4,58700,35200,93900,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,5,63400,38050,101450,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,6,68100,40850,108950,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,7,72800,45420,116450,2023
STRATFORD TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,8,77500,50560,123950,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
SUFFIELD TOWN (HARTFORD),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
THOMASTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,1,40150,24100,64250,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,2,45900,27550,73400,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,3,51650,31000,82600,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,4,57350,34400,91750,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,5,61950,37200,99100,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,6,66550,40280,106450,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,7,71150,45420,113800,2023
THOMPSON TOWN (WINDHAM),"WINDHAM COUNTY, CT",99800,8,75750,50560,121150,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
TOLLAND TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,3,51650,31000,82600,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,4,57350,34400,91750,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,5,61950,37200,99100,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,6,66550,40280,106450,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,7,71150,45420,113800,2023
TORRINGTON TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,8,75750,50560,121150,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,1,41100,24650,65750,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,2,47000,28200,75150,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,3,52850,31700,84550,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,4,58700,35200,93900,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,5,63400,38050,101450,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,6,68100,40850,108950,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,7,72800,45420,116450,2023
TRUMBULL TOWN (FAIRFIELD),"BRIDGEPORT, CT",117400,8,77500,50560,123950,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
UNION TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,1,41350,24850,66150,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,2,47250,28400,75600,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,3,53150,31950,85050,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,4,59050,35450,94500,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,5,63800,38300,102100,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,6,68500,41150,109650,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,7,73250,45420,117200,2023
VERNON TOWN (TOLLAND),"HARTFORD-WEST HARTFORD-EAST HARTFORD, CT",118100,8,77950,50560,124750,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,1,40150,24100,64250,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,2,45900,27550,73400,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,3,51650,31000,82600,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,4,57350,34400,91750,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,5,61950,37200,99100,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,6,66550,40280,106450,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,7,71150,45420,113800,2023
VOLUNTOWN TOWN (NEW LONDON),"NORWICH-NEW LONDON, CT",112300,8,75750,50560,121150,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,1,40150,24100,64250,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,2,45900,27550,73400,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,3,51650,31000,82600,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,4,57350,34400,91750,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,5,61950,37200,99100,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,6,66550,40280,106450,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,7,71150,45420,113800,2023
WALLINGFORD TOWN (NEW HAVEN),"NEW HAVEN-MERIDEN, CT",111900,8,75750,50560,121150,2023
WARREN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,1,40150,24100,64250,2023
WARREN TOWN (LITCHFIELD),"LITCHFIELD COUNTY, CT",114700,2,45900,27550,73400,2023
