version,year,state,cumulative_scrape_rate,state_scrape_rate,cumulative_rows_scraped,state_rows_scraped,time_to_scrape
1.1.1,2022,Wyoming - WY,8.351272608560024,8.765346832477581,368,184,00:00:20
1.1.1,2022,Wyoming - WY,8.685512473058761,8.73029216568657,368,184,00:00:21
1.1.1,2023,Wyoming - WY,8.657742791781232,8.948169039889473,760,184,00:00:20
1.1.1,2022,Wisconsin - WI,8.547257727888415,8.405722339584495,1336,576,00:01:08
1.1.1,2022,Wyoming - WY,8.570706154641696,8.744899012190471,1520,184,00:00:21
1.1.1,2023,Wyoming - WY,8.586341115329985,8.790910033451716,760,184,00:00:20
1.1.1,2022,Wisconsin - WI,8.574452576549806,8.558816594266153,1336,576,00:01:07
1.1.1,2022,Wyoming - WY,7.465573194256305,3.850214180611391,1520,184,00:00:47
1.1.1,2023,Wyoming - WY,8.794283627241379,8.946693735597856,760,184,00:00:20
1.1.1,2022,Wisconsin - WI,8.666965882375028,8.504512410416192,1336,576,00:01:07
1.1.1,2022,Wyoming - WY,8.669042730785149,8.684152359090346,1520,184,00:00:21
1.1.1,2023,Wyoming - WY,8.608950721282207,8.789823711624335,760,184,00:00:20
1.1.1,2022,Wisconsin - WI,7.423706617173898,6.282462402759642,1336,576,00:01:31
1.1.1,2022,Wyoming - WY,7.578173972319811,8.926832237742195,1520,184,00:00:20
1.1.1,2023,Wyoming - WY,8.852716473322474,9.015456798634666,760,184,00:00:20
1.1.1,2022,Wisconsin - WI,8.771416212496538,8.666402658690373,1336,576,00:01:06
1.1.1,2022,Wyoming - WY,8.787550801839483,8.90650621436415,1520,184,00:00:20
1.1.1,2023,Wyoming - WY,8.548766717438053,9.065618122539242,760,184,00:00:20
1.1.1,2022,Wisconsin - WI,8.5905322674286,8.646268106787165,1336,576,00:01:06
1.1.1,2022,Wyoming - WY,8.625665043227022,8.88964154875801,1520,184,00:00:20
1.1.1,2021,Wisconsin - WI,8.51296249129958,8.22922217233277,2096,576,00:01:09
1.1.1,2021,Wyoming - WY,8.546856439837248,8.952905883895854,2280,184,00:00:20
1.1.1,2020,Wisconsin - WI,8.567633678371969,8.65087787399552,2856,576,00:01:06
1.1.1,2020,Wyoming - WY,8.586098605580482,8.883265009691652,3040,184,00:00:20
1.1.1,2019,Wisconsin - WI,8.520090232002616,8.18787064547411,3616,576,00:01:10
1.1.1,2019,Wyoming - WY,8.511677227692424,8.349650810299666,3800,184,00:00:22
1.1.1,2018,Wisconsin - WI,8.450165289424287,8.065623684705205,4376,576,00:01:11
1.1.1,2018,Wyoming - WY,8.445479233091909,8.335544290294322,4560,184,00:00:22
1.1.1,2017,Wisconsin - WI,8.404692472753531,8.095189866038657,5136,576,00:01:11
1.1.1,2017,Wyoming - WY,8.40895032801796,8.529565845799869,5320,184,00:00:21
1.1.1,2016,Wisconsin - WI,8.29046720053319,7.335801260943116,5896,576,00:01:18
1.1.1,2016,Wyoming - WY,8.297134819766502,8.516616630920849,6080,184,00:00:21
1.1.1,2023,Alaska - AK,10.812448542498183,10.815769307849859,776,240,00:00:22
1.1.1,2023,American Samoa - AS,10.798369935782228,9.587462277206244,784,8,00:00:00
1.1.1,2023,Arizona - AZ,10.81598152983388,10.932472883023111,904,120,00:00:10
1.1.1,2023,Arkansas - AR,10.826730728220529,10.84296659357992,1504,600,00:00:55
1.1.1,2023,California - CA,10.823764802038735,10.814162270550735,1968,464,00:00:42
1.1.1,2023,Colorado - CO,10.794586155424467,10.685566178317995,2488,520,00:00:48
1.1.1,2023,Connecticut - CT,10.022104626369405,8.855867408632239,3840,1352,00:02:32
1.1.1,2023,Delaware - DE,10.020181181980574,9.721656024983801,3864,24,00:00:02
1.1.1,2023,District of Columbia - DC,10.021096369899954,10.483574522799431,3872,8,00:00:00
1.1.1,2023,Florida - FL,10.082017773030787,10.545119860004009,4408,536,00:00:50
1.1.1,2023,Georgia - GA,10.18319101339934,10.550074532742052,5680,1272,00:02:00
1.1.1,2023,Guam - GU,10.183885486097848,10.70208629204978,5688,8,00:00:00
1.1.1,2023,Hawaii - HI,10.186920385764903,10.637715064137286,5728,40,00:00:03
1.1.1,2023,Idaho - ID,10.220403777581428,10.797952027797113,6080,352,00:00:32
1.1.1,2023,Illinois - IL,10.29022908143915,10.842145658508217,6896,816,00:01:15
1.1.1,2023,Indiana - IN,10.349413243393322,10.938899278655182,7632,736,00:01:07
1.1.1,2023,Iowa - IA,10.39531321511708,10.859418417621153,8424,792,00:01:12
1.1.1,2023,Kansas - KS,10.43001374030794,10.791265454474951,9264,840,00:01:17
1.1.1,2023,Kentucky - KY,10.473341465856134,10.910724480418068,10224,960,00:01:27
1.1.1,2023,Louisiana - LA,10.490442743740623,10.844020142373063,10736,512,00:00:47
1.1.1,2023,Maine - ME,10.143983805129038,9.359794174753553,14968,4232,00:07:32
1.1.1,2023,Maryland - MD,10.156200661893768,11.208557974286762,15160,192,00:00:17
1.1.1,2023,Massachusetts - MA,10.181921388530451,10.323065492581472,17968,2808,00:04:32
1.1.1,2023,Michigan - MI,10.20865701567636,10.989512612767326,18632,664,00:01:00
1.1.1,2023,Minnesota - MN,10.23366581254498,10.95189613877451,19328,696,00:01:03
1.1.1,2023,Mississippi - MS,10.255267257678994,10.935359328567404,19984,656,00:00:59
1.1.1,2023,Missouri - MO,10.277074702513808,10.770269890845235,20912,928,00:01:26
1.1.1,2023,Montana - MT,10.288067796592816,10.8287555560912,21360,448,00:00:41
1.1.1,2023,Nebraska - NE,10.297808449008619,10.585545497695698,22104,744,00:01:10
1.1.1,2023,Nevada - NV,10.301843187974814,11.002480401402462,22240,136,00:00:12
1.1.1,2023,New Hampshire - NH,10.31256375760497,10.429054902234073,24312,2072,00:03:18
1.1.1,2023,New Jersey - NJ,10.318573115098204,11.268855333904309,24480,168,00:00:14
1.1.1,2023,New Mexico - NM,10.286545420319683,7.987595193146271,24744,264,00:00:33
1.1.1,2023,New York - NY,10.297858609763779,10.895660530081775,25240,496,00:00:45
1.1.1,2023,North Carolina - NC,10.310015457496059,10.70887240387248,26040,800,00:01:14
1.1.1,2023,North Dakota - ND,10.320121663854218,10.981201368270995,26464,424,00:00:38
1.1.1,2023,Northern Mariana Islands - MP,10.32036332469794,11.186921149259732,26472,8,00:00:00
1.1.1,2023,Ohio - OH,10.332618915376669,10.815569560743107,27176,704,00:01:05
1.1.1,2023,Oklahoma - OK,10.344625165794413,10.903572138171178,27792,616,00:00:56
1.1.1,2023,Oregon - OR,10.351779816332563,11.092091172070322,28080,288,00:00:25
1.1.1,2023,Pennsylvania - PA,10.363620204447976,11.024208128011091,28616,536,00:00:48
1.1.1,2023,Puerto Rico - PR,10.373901604091612,10.868359223465987,29240,624,00:00:57
1.1.1,2023,Rhode Island - RI,10.38021161820058,11.007702874413818,29552,312,00:00:28
1.1.1,2023,South Carolina - SC,10.387658582947378,11.022697031491827,29920,368,00:00:33
1.1.1,2023,South Dakota - SD,10.397046597514132,10.958256351152531,30448,528,00:00:48
1.1.1,2023,Tennessee - TN,10.407479485612132,10.84339781303793,31208,760,00:01:10
1.1.1,2023,Texas - TX,10.40884768829246,10.429906191992371,33240,2032,00:03:14
1.1.1,2023,Utah - UT,10.413107050801823,11.06164389475659,33472,232,00:00:20
1.1.1,2023,Vermont - VT,10.424869299816516,10.62172896728786,35512,2040,00:03:12
1.1.1,2023,Virgin Islands - VI,10.42552318701858,11.492109115753511,35536,24,00:00:02
1.1.1,2023,Virginia - VA,10.439653138415741,10.934616770005702,36600,1064,00:01:37
1.1.1,2023,Washington - WA,10.44566795954517,11.202833836011168,36912,312,00:00:27
1.1.1,2023,West Virginia - WV,10.452825299039668,11.090316573698779,37352,440,00:00:39
1.1.1,2023,Wisconsin - WI,10.461468826272036,11.054226304090655,37928,576,00:00:52
1.1.1,2023,Wyoming - WY,10.465065853871588,11.263356527653885,38112,184,00:00:16
1.1.1,2022,Alabama - AL,10.470223190914064,10.850436857115419,38648,536,00:00:49
1.1.1,2022,Alaska - AK,10.473445697636528,11.03945636919905,38880,232,00:00:21
1.1.1,2022,American Samoa - AS,10.473550888411694,11.01101789298392,38888,8,00:00:00
1.1.1,2022,Arizona - AZ,10.475531304238846,11.159341163735471,39008,120,00:00:10
1.1.1,2022,Arkansas - AR,10.481685387672567,10.897915195457704,39608,600,00:00:55
1.1.1,2022,California - CA,10.48701565654229,10.962907978246447,40072,464,00:00:42
1.1.1,2022,Colorado - CO,10.49349522551185,11.026721658851951,40584,512,00:00:46
1.1.1,2022,Connecticut - CT,10.480299327052569,10.099076738687206,41936,1352,00:02:13
1.1.1,2022,Delaware - DE,10.48073171588666,11.294990425496382,41960,24,00:00:02
1.1.1,2022,District of Columbia - DC,10.480889312874098,11.378272952683943,41968,8,00:00:00
1.1.1,2022,Florida - FL,10.486493777975483,10.94473567665935,42504,536,00:00:48
1.1.1,2022,Georgia - GA,10.478959188825284,10.233269806390062,43776,1272,00:02:04
1.1.1,2022,Guam - GU,10.4790458513931,10.975745102690658,43784,8,00:00:00
1.1.1,2022,Hawaii - HI,10.479535952398432,11.044972581355262,43824,40,00:00:03
1.1.1,2022,Idaho - ID,10.483954900022754,11.06484148954943,44176,352,00:00:31
1.1.1,2022,Illinois - IL,10.490583558234086,10.862394604743448,44992,816,00:01:15
1.1.1,2022,Indiana - IN,10.496060399873354,10.84207994121796,45728,736,00:01:07
1.1.1,2022,Iowa - IA,10.502698827387233,10.900762741445737,46520,792,00:01:12
1.1.1,2022,Kansas - KS,10.509294321220874,10.887957651121699,47360,840,00:01:17
1.1.1,2022,Kentucky - KY,10.498593216057731,9.99643487740763,48320,960,00:01:36
1.1.1,2022,Louisiana - LA,10.501710756452184,10.804501561024049,48832,512,00:00:47
1.1.1,2022,Maine - ME,10.415089032801628,9.513085624882896,53080,4248,00:07:26
1.1.1,2022,Maryland - MD,10.416628651153612,10.860470680731044,53272,192,00:00:17
1.1.1,2022,Massachusetts - MA,10.390320890940542,9.91524599218668,56080,2808,00:04:43
1.1.1,2022,Michigan - MI,10.393724193700342,10.689434374287021,56744,664,00:01:02
1.1.1,2022,Minnesota - MN,10.398701322968357,10.8211681218468,57440,696,00:01:04
1.1.1,2022,Mississippi - MS,10.40267378769147,10.762681689122987,58096,656,00:01:00
1.1.1,2022,Missouri - MO,10.407595025992023,10.725234499352863,59024,928,00:01:26
1.1.1,2022,Montana - MT,10.41141154301293,10.939957912169541,59472,448,00:00:40
1.1.1,2022,Nebraska - NE,10.415998450650653,10.796206377972009,60216,744,00:01:08
1.1.1,2022,Nevada - NV,10.417116356832103,10.936836017405165,60352,136,00:00:12
1.1.1,2022,New Hampshire - NH,9.915480527554482,4.1362159898316335,62432,2080,00:08:22
1.1.1,2022,New Jersey - NJ,9.918321215028874,11.100095000405549,62600,168,00:00:15
1.1.1,2022,New Mexico - NM,9.922571943064682,11.04500794775905,62864,264,00:00:23
1.1.1,2022,New York - NY,9.929482851526393,10.890859027619674,63360,496,00:00:45
1.1.1,2022,North Carolina - NC,9.93891787288729,10.747751212116482,64160,800,00:01:14
1.1.1,2022,North Dakota - ND,9.945091870794242,10.97691740511727,64584,424,00:00:38
1.1.1,2022,Northern Mariana Islands - MP,9.945236136438629,11.264394464253071,64592,8,00:00:00
1.1.1,2022,Ohio - OH,9.953374952805842,10.76139230468684,65296,704,00:01:05
1.1.1,2022,Oklahoma - OK,9.961513911959194,10.906891643175493,65912,616,00:00:56
1.1.1,2022,Oregon - OR,9.965640290476994,11.009343827567815,66200,288,00:00:26
1.1.1,2022,Pennsylvania - PA,9.972069487338013,10.835427161117185,66736,536,00:00:49
1.1.1,2022,Puerto Rico - PR,9.980048271378724,10.913968290111203,67360,624,00:00:57
1.1.1,2022,Rhode Island - RI,9.984252408555259,10.98314410403018,67672,312,00:00:28
1.1.1,2022,South Carolina - SC,9.950576101413063,6.14136515372402,68040,368,00:00:59
1.1.1,2022,South Dakota - SD,9.957547650656801,10.945777761370026,68568,528,00:00:48
1.1.1,2022,Tennessee - TN,9.965983161022692,10.790723885259949,69328,760,00:01:10
1.1.1,2022,Texas - TX,9.976665022828268,10.355348624097235,71360,2032,00:03:16
1.1.1,2022,Utah - UT,9.980078608807986,11.153951471042957,71592,232,00:00:20
1.1.1,2022,Vermont - VT,9.983303144953384,10.097800219191479,73632,2040,00:03:22
1.1.1,2022,Virgin Islands - VI,9.983620057535038,11.060851825081617,73656,24,00:00:02
1.1.1,2022,Virginia - VA,9.991139323954526,10.540710325137368,74720,1064,00:01:40
1.1.1,2022,Washington - WA,9.994345369666428,10.826336063053212,75032,312,00:00:28
1.1.1,2022,West Virginia - WV,9.998448944880625,10.75121390251001,75472,440,00:00:40
1.1.1,2022,Wisconsin - WI,10.003460214741992,10.706579965825801,76048,576,00:00:53
1.1.1,2022,Wyoming - WY,10.005531712784874,10.942018600011892,76232,184,00:00:16
1.1.1,2021,Alabama - AL,10.009011170317088,10.529802969030948,76768,536,00:00:50
1.1.1,2021,Alaska - AK,10.011444384602889,10.887232226178519,77000,232,00:00:21
1.1.1,2021,American Samoa - AS,10.011533046181347,10.944427489300574,77008,8,00:00:00
1.1.1,2021,Arizona - AZ,10.012970135210299,11.02891586860818,77128,120,00:00:10
1.1.1,2021,Arkansas - AR,10.017502214138451,10.636356266299828,77728,600,00:00:56
1.1.1,2021,California - CA,10.02138363895246,10.716990897768463,78192,464,00:00:43
1.1.1,2021,Colorado - CO,10.02524404343004,10.651892935034116,78704,512,00:00:48
1.1.1,2021,Connecticut - CT,10.029699483027938,10.2960706633213,80056,1352,00:02:11
1.1.1,2021,Delaware - DE,10.029906555878695,10.771735120994736,80080,24,00:00:02
1.1.1,2021,District of Columbia - DC,10.029941767305145,10.395246764210354,80088,8,00:00:00
1.1.1,2021,Florida - FL,10.033547345366335,10.603069686746707,80624,536,00:00:50
1.1.1,2021,Georgia - GA,10.037642830325543,10.304232747967712,81896,1272,00:02:03
1.1.1,2021,Guam - GU,10.037709094273529,10.765223007854434,81904,8,00:00:00
1.1.1,2021,Hawaii - HI,10.03810459961005,10.91904718868413,81944,40,00:00:03
1.1.1,2021,Idaho - ID,10.040538312547593,10.64113082381911,82296,352,00:00:33
1.1.1,2021,Illinois - IL,10.045805181806275,10.6069495539638,83112,816,00:01:16
1.1.1,2021,Indiana - IN,10.049942105801689,10.540085132156161,83848,736,00:01:09
1.1.1,2021,Iowa - IA,10.054566222709427,10.569420030507644,84640,792,00:01:14
1.1.1,2021,Kansas - KS,10.059419268168668,10.573667788173351,85480,840,00:01:19
1.1.1,2021,Kentucky - KY,10.064757872062206,10.563958057499162,86440,960,00:01:30
1.1.1,2021,Louisiana - LA,10.068875740594361,10.815977423936834,86952,512,00:00:47
1.1.1,2021,Maine - ME,10.023181899608364,9.174184188126917,91216,4264,00:07:44
1.1.1,2021,Maryland - MD,10.025329445944111,11.1614585253173,91408,192,00:00:17
1.1.1,2021,Massachusetts - MA,10.018741407580286,9.808912447688614,94216,2808,00:04:46
1.1.1,2021,Michigan - MI,10.024983485772909,10.997179739850203,94880,664,00:01:00
1.1.1,2021,Minnesota - MN,10.0312073397193,10.958676015463194,95576,696,00:01:03
1.1.1,2021,Mississippi - MS,10.036459735413722,10.865341575224582,96232,656,00:01:00
1.1.1,2021,Missouri - MO,10.044063231399246,10.90040460789683,97160,928,00:01:25
1.1.1,2021,Montana - MT,10.048483883797815,11.108849142487239,97608,448,00:00:40
1.1.1,2021,Nebraska - NE,10.055055859592708,10.99879745736187,98352,744,00:01:07
1.1.1,2021,Nevada - NV,10.056673350249184,11.380609712331141,98488,136,00:00:11
1.1.1,2021,New Hampshire - NH,10.064126251485334,10.431590524123953,100560,2072,00:03:18
1.1.1,2021,New Jersey - NJ,10.065863288094365,11.225597129581892,100728,168,00:00:14
1.1.1,2021,New Mexico - NM,10.068601359591927,11.234598834944626,100992,264,00:00:23
1.1.1,2021,New York - NY,10.072335669382126,10.895104628217723,101488,496,00:00:45
1.1.1,2021,North Carolina - NC,10.077368430535525,10.759373864573355,102288,800,00:01:14
1.1.1,2021,North Dakota - ND,10.080652263146739,10.94073279330652,102712,424,00:00:38
1.1.1,2021,Northern Mariana Islands - MP,10.080730354933774,11.194093543645446,102720,8,00:00:00
1.1.1,2021,Ohio - OH,10.08544381024398,10.823879531453171,103424,704,00:01:05
1.1.1,2021,Oklahoma - OK,10.089573836659985,10.8344890954305,104040,616,00:00:56
1.1.1,2021,Oregon - OR,10.091639530418188,10.897636256928136,104328,288,00:00:26
1.1.1,2021,Pennsylvania - PA,10.09559748804916,10.92997933032246,104864,536,00:00:49
1.1.1,2021,Puerto Rico - PR,10.099317892742247,10.76605819842674,105488,624,00:00:57
1.1.1,2021,Rhode Island - RI,10.10183099309316,11.029800976803136,105800,312,00:00:28
1.1.1,2021,South Carolina - SC,10.104527306448496,10.944371952528003,106168,368,00:00:33
1.1.1,2021,South Dakota - SD,10.108281649133474,10.92444482983424,106696,528,00:00:48
1.1.1,2021,Tennessee - TN,10.11263906881649,10.764061601922501,107456,760,00:01:10
1.1.1,2021,Texas - TX,10.114966683429708,10.239600689745918,109488,2032,00:03:18
1.1.1,2021,Utah - UT,10.116724040648208,11.020306528349845,109720,232,00:00:21
1.1.1,2021,Vermont - VT,10.11980615036102,10.288388134813717,111760,2040,00:03:18
1.1.1,2021,Virgin Islands - VI,10.120000126238539,11.111827709631303,111784,24,00:00:02
1.1.1,2021,Virginia - VA,10.12450155075035,10.620826115340266,112848,1064,00:01:40
1.1.1,2021,Washington - WA,10.12724723675949,11.228644025418486,113160,312,00:00:27
1.1.1,2021,West Virginia - WV,10.130610955882934,11.076811847135156,113600,440,00:00:39
1.1.1,2021,Wyoming - WY,10.039279756612695,9.74728102631685,114728,8,00:00:00
1.1.1,2021,Wyoming - WY,10.040733500525267,9.74728102631685,114960,8,00:00:00
1.1.1,2021,Wyoming - WY,10.040784301046589,9.74728102631685,114968,8,00:00:00
1.1.1,2021,Wyoming - WY,10.041740461871289,9.74728102631685,115088,8,00:00:00
1.1.1,2021,Wyoming - WY,10.045124383659768,9.74728102631685,115688,8,00:00:00
1.2.0,2023,Alaska - AK,10.81590236111987,10.380915497390221,776,240,00:00:23
1.2.0,2023,American Samoa - AS,10.813451696264947,10.580902097382339,784,8,00:00:00
1.2.0,2023,Arizona - AZ,10.83863650154025,11.006108757021531,904,120,00:00:10
1.2.0,2023,Arkansas - AR,10.815414622970664,10.780614291027568,1504,600,00:00:55
1.2.0,2023,California - CA,10.8079914297614,10.783999934098787,1968,464,00:00:43
1.2.0,2023,Colorado - CO,10.813680334313695,10.835602924759714,2480,512,00:00:47
1.2.0,2023,Connecticut - CT,10.669666662099576,10.415233224238673,3832,1352,00:02:09
1.2.0,2023,Delaware - DE,10.672066020560038,11.069520458021326,3856,24,00:00:02
1.2.0,2023,District of Columbia - DC,10.671862377365564,10.574602773039947,3864,8,00:00:00
1.2.0,2023,Florida - FL,10.669437500143914,10.651989221655967,4400,536,00:00:50
1.2.0,2023,Georgia - GA,10.61529000045963,10.432152875669413,5672,1272,00:02:01
1.2.0,2023,Guam - GU,10.615246712486675,10.584644143673637,5680,8,00:00:00
1.2.0,2023,Hawaii - HI,10.615937286290125,10.714919523441138,5720,40,00:00:03
1.2.0,2023,Idaho - ID,10.62574991544318,10.787786374742415,6072,352,00:00:32
1.2.0,2023,Illinois - IL,10.450152203517288,9.305812035292787,6888,816,00:01:27
1.2.0,2023,Indiana - IN,10.38689471212593,9.830018085245717,7624,736,00:01:14
1.2.0,2023,Iowa - IA,10.400609502748583,10.534507910323445,8416,792,00:01:15
1.2.0,2023,Kansas - KS,10.398771484398857,10.380392087738722,9256,840,00:01:20
1.2.0,2023,Kentucky - KY,10.383821709751754,10.241856021975257,10216,960,00:01:33
1.2.0,2023,Louisiana - LA,10.383270465722559,10.3722836463716,10728,512,00:00:49
1.2.0,2023,Maine - ME,10.111001724425442,9.48079711463794,14960,4232,00:07:26
1.2.0,2023,Maryland - MD,10.118906277902841,10.775265356116774,15152,192,00:00:17
1.2.0,2023,Massachusetts - MA,10.013048304224121,9.478015657057654,17960,2808,00:04:56
1.2.0,2023,Michigan - MI,10.031544910868119,10.559129522355438,18624,664,00:01:02
1.2.0,2023,Minnesota - MN,10.046133639501292,10.452904983346132,19320,696,00:01:06
1.2.0,2023,Mississippi - MS,10.064575790329146,10.639817096089311,19976,656,00:01:01
1.2.0,2023,Missouri - MO,10.085048853757892,10.546867429485996,20904,928,00:01:27
1.2.0,2023,Montana - MT,10.097586973826877,10.719425022314168,21352,448,00:00:41
1.2.0,2023,Nebraska - NE,10.111305374301292,10.52153852173937,22096,744,00:01:10
1.2.0,2023,Nevada - NV,10.11502455849654,10.75792500296885,22232,136,00:00:12
1.2.0,2023,New Hampshire - NH,10.106951405725237,10.021132726508295,24304,2072,00:03:26
1.2.0,2023,New Jersey - NJ,10.111329569385816,10.787342091303739,24472,168,00:00:15
1.2.0,2023,New Mexico - NM,10.115900971811017,10.558392040276372,24736,264,00:00:25
1.2.0,2023,New York - NY,10.122923615378134,10.485961641864609,25232,496,00:00:47
1.2.0,2023,North Carolina - NC,10.129442960784251,10.339461503704543,26032,800,00:01:17
1.2.0,2023,North Dakota - ND,10.133697421931652,10.401931953151152,26456,424,00:00:40
1.2.0,2023,Northern Mariana Islands - MP,10.133757326958806,10.335814483543935,26464,8,00:00:00
1.2.0,2023,Ohio - OH,10.141418219822405,10.438045368901037,27168,704,00:01:07
1.2.0,2023,Oklahoma - OK,10.161316365221358,11.123922967999562,27784,616,00:00:55
1.2.0,2023,Oregon - OR,10.170444787509584,11.135513609368488,28072,288,00:00:25
1.2.0,2023,Pennsylvania - PA,10.183939359819448,10.944480846637484,28608,536,00:00:48
1.2.0,2023,Puerto Rico - PR,10.198181001921364,10.896809898327774,29232,624,00:00:57
1.2.0,2023,Rhode Island - RI,10.206441665297257,11.044641913299698,29544,312,00:00:28
1.2.0,2023,South Carolina - SC,10.216044730743114,11.050782445441806,29912,368,00:00:33
1.2.0,2023,South Dakota - SD,10.229529124258875,11.056268739132364,30440,528,00:00:47
1.2.0,2023,Tennessee - TN,10.244004354560825,10.859478576007767,31200,760,00:01:09
1.2.0,2023,Texas - TX,10.256534368174554,10.452846551796755,33232,2032,00:03:14
1.2.0,2023,Utah - UT,10.261576983974289,11.0389924402153,33464,232,00:00:21
1.2.0,2023,Vermont - VT,10.26916027986767,10.39517561808604,35504,2040,00:03:16
1.2.0,2023,Virgin Islands - VI,10.269663898628465,11.073002047363396,35528,24,00:00:02
1.2.0,2023,Virginia - VA,10.284711367978352,10.813782415325377,36592,1064,00:01:38
1.2.0,2023,Washington - WA,10.290781713021135,11.056124025834743,36904,312,00:00:28
1.2.0,2023,West Virginia - WV,10.29732411648802,10.87732947500134,37344,440,00:00:40
1.2.0,2023,Wisconsin - WI,10.303378957055813,10.711732569405056,37920,576,00:00:53
1.2.0,2023,Wyoming - WY,10.306613805426162,11.019616623214047,38104,184,00:00:16
1.2.0,2022,Alabama - AL,10.309709361141344,10.534639726428162,38640,536,00:00:50
1.2.0,2022,Alaska - AK,10.312350572903142,10.77197297514418,38872,232,00:00:21
1.2.0,2022,American Samoa - AS,10.312405910444882,10.588491138606724,38880,8,00:00:00
1.2.0,2022,Arizona - AZ,10.313422751288089,10.653785434827146,39000,120,00:00:11
1.2.0,2022,Arkansas - AR,10.317380648936505,10.581326731418326,39600,600,00:00:56
1.2.0,2022,California - CA,10.320619950173814,10.60477847498241,40064,464,00:00:43
1.2.0,2022,Colorado - CO,10.144358427958057,4.38042507469069,40584,520,00:01:58
1.2.0,2022,Connecticut - CT,10.153397163099521,10.432424321083735,41936,1352,00:02:09
1.2.0,2022,Delaware - DE,10.153705375633427,10.722438118282978,41960,24,00:00:02
1.2.0,2022,District of Columbia - DC,10.153844106260483,10.937667072226736,41968,8,00:00:00
1.2.0,2022,Florida - FL,10.161187871082975,10.771151422051114,42504,536,00:00:49
1.2.0,2022,Georgia - GA,10.1701736096546,10.479849235912324,43776,1272,00:02:01
1.2.0,2022,Guam - GU,10.1702877109741,10.835495237545356,43784,8,00:00:00
1.2.0,2022,Hawaii - HI,10.170976830122058,10.98576928011575,43824,40,00:00:03
1.2.0,2022,Idaho - ID,10.176066478896747,10.852166498293832,44176,352,00:00:32
1.2.0,2022,Illinois - IL,10.186077887564943,10.759122365182574,44992,816,00:01:15
1.2.0,2022,Indiana - IN,10.197478956960671,10.946458055902214,45728,736,00:01:07
1.2.0,2022,Iowa - IA,10.208023135009489,10.856138494221824,46520,792,00:01:12
1.2.0,2022,Kansas - KS,10.219366954963586,10.88954111423651,47360,840,00:01:17
1.2.0,2022,Kentucky - KY,10.230743813859178,10.825279542047248,48320,960,00:01:28
1.2.0,2022,Louisiana - LA,10.23906389894632,11.09023797506088,48832,512,00:00:46
1.2.0,2022,Maine - ME,10.186007892473594,9.613382589453423,53080,4248,00:07:21
1.2.0,2022,Maryland - MD,10.189526249921249,11.265265646406105,53272,192,00:00:17
1.2.0,2022,Massachusetts - MA,10.18548350594256,10.109389738853084,56080,2808,00:04:37
1.2.0,2022,Michigan - MI,10.194557979903092,11.024067961774538,56744,664,00:01:00
1.2.0,2022,Minnesota - MN,10.203262507323187,10.966681075007115,57440,696,00:01:03
1.2.0,2022,Mississippi - MS,10.211654472374386,11.004139931879772,58096,656,00:00:59
1.2.0,2022,Missouri - MO,10.221695759003032,10.892209190327566,59024,928,00:01:25
1.2.0,2022,Montana - MT,10.227782065336154,11.09843098734612,59472,448,00:00:40
1.2.0,2022,Nebraska - NE,10.235455617854118,10.8884679606283,60216,744,00:01:08
1.2.0,2022,Nevada - NV,10.237690342635398,11.333273171973538,60352,136,00:00:12
1.2.0,2022,New Hampshire - NH,10.244289780424408,10.440318918648991,62424,2072,00:03:18
1.2.0,2022,New Jersey - NJ,10.246797088138855,11.27189416896733,62592,168,00:00:14
1.2.0,2022,New Mexico - NM,10.25028774088127,11.150912360352438,62856,264,00:00:23
1.2.0,2022,New York - NY,10.248903061430067,10.076405136656174,63352,496,00:00:49
1.2.0,2022,North Carolina - NC,10.255903668391158,10.842383979216095,64152,800,00:01:13
1.2.0,2022,North Dakota - ND,10.26010690358941,10.93838419376336,64576,424,00:00:38
1.2.0,2022,Northern Mariana Islands - MP,10.26005379916507,9.848587818240105,64584,8,00:00:00
1.2.0,2022,Ohio - OH,10.265432426990424,10.784061040786687,65288,704,00:01:05
1.2.0,2022,Oklahoma - OK,10.27048343298163,10.835556363696861,65904,616,00:00:56
1.2.0,2022,Oregon - OR,10.2731736111969,10.928198860753861,66192,288,00:00:26
1.2.0,2022,Pennsylvania - PA,10.277609117800344,10.85646120171452,66728,536,00:00:49
1.2.0,2022,Puerto Rico - PR,10.281901937371135,10.762621880924938,67352,624,00:00:57
1.2.0,2022,Rhode Island - RI,10.284029584132265,10.764904534349705,67664,312,00:00:28
1.2.0,2022,South Carolina - SC,10.285820051156804,10.625978928169548,68032,368,00:00:34
1.2.0,2022,South Dakota - SD,10.289282185149391,10.75575368412218,68560,528,00:00:49
1.2.0,2022,Tennessee - TN,10.294005009961126,10.738660957692108,69320,760,00:01:10
1.2.0,2022,Texas - TX,10.293708592579119,10.283606773084674,71352,2032,00:03:17
1.2.0,2022,Utah - UT,10.29602636453613,11.062069799380817,71584,232,00:00:20
1.2.0,2022,Vermont - VT,10.297670537929543,10.355699285281782,73624,2040,00:03:16
1.2.0,2022,Virgin Islands - VI,10.297995809268182,11.402915962598724,73648,24,00:00:02
1.2.0,2022,Virginia - VA,10.305149662093793,10.825699842865516,74712,1064,00:01:38
1.2.0,2022,Washington - WA,10.308279251154945,11.116714482379846,75024,312,00:00:28
1.2.0,2022,West Virginia - WV,10.312601466047514,11.106657398716886,75464,440,00:00:39
