version,year,state,cumulative_scrape_rate,state_scrape_rate,cumulative_rows_scraped,state_rows_scraped,time_to_scrape
2.1.0,2014,Delaware - DE,7.157846229326755,9.823387164530683,24416,32,00:00:03
2.1.0,2014,District of Columbia - DC,7.156910396187754,11.169073166257194,24432,16,00:00:01
2.1.0,2014,Florida - FL,7.182175202907994,9.10579122985418,24976,544,00:00:59
2.1.0,2014,Georgia - GA,7.229042467851344,8.797144199809095,26256,1280,00:02:25
2.1.0,2014,Hawaii - HI,7.229088472219914,9.540461412902575,26304,48,00:00:05
2.1.0,2014,Idaho - ID,7.242601688292518,9.134722470985299,26664,360,00:00:39
2.1.0,2014,Illinois - IL,7.275663966975946,9.068936041201367,27488,824,00:01:30
2.1.0,2014,Indiana - IN,7.304403389014609,9.072432004098511,28232,744,00:01:22
2.1.0,2014,Iowa - IA,7.334636090601843,9.059890507493703,29032,800,00:01:28
2.1.0,2014,Kansas - KS,7.363635083145975,9.033876170957207,29880,848,00:01:33
2.1.0,2014,Kentucky - KY,7.357550951104,7.77837102585891,30864,984,00:02:06
2.1.0,2014,Louisiana - LA,7.374897290632751,9.200223005810404,31384,520,00:00:56
2.1.0,2014,Maine - ME,7.27562726604768,7.020850054115341,35656,4272,00:10:08
2.1.0,2014,Maryland - MD,7.280835585569736,9.355310972996982,35856,200,00:00:21
2.1.0,2014,Massachusetts - MA,7.300658030238701,7.901838546181166,38672,2816,00:05:56
2.1.0,2014,Michigan - MI,7.3192016365698525,9.118926177249797,39344,672,00:01:13
2.1.0,2014,Minnesota - MN,7.337945615039907,9.11070332895861,40048,704,00:01:17
2.1.0,2014,Mississippi - MS,7.3257650527210245,7.39176975622971,40728,680,00:01:31
2.1.0,2014,Missouri - MO,7.320578959832279,7.702575220796498,41680,952,00:02:03
2.1.0,2014,Montana - MT,7.33111191459329,9.125122550604038,42136,456,00:00:49
2.1.0,2014,Nebraska - NE,7.347466890835582,8.91478772829877,42888,752,00:01:24
2.1.0,2014,Nevada - NV,7.350213123826497,9.347965515421281,43032,144,00:00:15
2.1.0,2014,New Hampshire - NH,7.373619540315161,8.401529661109091,45112,2080,00:04:07
2.1.0,2014,New Jersey - NJ,7.376799347582171,9.328327063011166,45288,176,00:00:18
2.1.0,2014,New Mexico - NM,7.382254902153867,9.31538087469823,45560,272,00:00:29
2.1.0,2014,New York - NY,7.39354543636819,9.21854296041119,46064,504,00:00:54
2.1.0,2014,North Carolina - NC,7.410819946338324,9.04326695630914,46872,808,00:01:29
2.1.0,2014,North Dakota - ND,7.413926706894452,8.328615551305623,47304,432,00:00:51
2.1.0,2014,Ohio - OH,7.428452100498686,9.086579889698294,48016,712,00:01:18
2.1.0,2014,Oklahoma - OK,7.441738770144488,9.226710708694824,48640,624,00:01:07
2.1.0,2014,Oregon - OR,7.447420455518883,9.341023486868634,48936,296,00:00:31
2.1.0,2014,Pacific Islands - PI,7.446777159229143,10.751444668790045,48952,16,00:00:01
2.1.0,2014,Pennsylvania - PA,7.4567131618913125,9.18894167578949,49496,544,00:00:59
2.1.0,2014,Puerto Rico - PR,7.469176772183152,9.158835518810681,50128,632,00:01:09
2.1.0,2014,Rhode Island - RI,7.475018416993848,9.255022835729555,50448,320,00:00:34
2.1.0,2014,South Carolina - SC,7.482141822083139,9.279979749399608,50824,376,00:00:40
2.1.0,2014,South Dakota - SD,7.492352094510528,9.246449951706524,51360,536,00:00:57
2.1.0,2014,Tennessee - TN,7.505929879207792,9.073729754763304,52128,768,00:01:24
2.1.0,2014,Texas - TX,7.520359041672824,8.429475683677149,54168,2040,00:04:02
2.1.0,2014,Utah - UT,7.524286797065646,9.446487624489933,54408,240,00:00:25
2.1.0,2014,Vermont - VT,7.537138040511959,8.448795600514167,56456,2048,00:04:02
2.1.0,2014,Virgin Islands - VI,7.536424636283875,9.564732911938538,56488,32,00:00:03
2.1.0,2014,Virginia - VA,7.529081062596404,7.76338249217712,57592,1104,00:02:22
2.1.0,2014,Washington - WA,7.533813101689369,9.267360582968829,57912,320,00:00:34
2.1.0,2014,West Virginia - WV,7.54078216139022,9.269036000880728,58360,448,00:00:48
2.1.0,2014,Wisconsin - WI,7.549890661091184,9.169295692215595,58944,584,00:01:03
2.1.0,2014,Wyoming - WY,7.552099009763431,9.414092431011905,59136,192,00:00:20
2.1.0,2013,Alabama - AL,7.558774216693219,9.828960300990508,59680,544,00:00:55
2.1.0,2013,Alaska - AK,7.563462210357031,10.057375440072457,59920,240,00:00:23
2.1.0,2013,Arizona - AZ,7.565159836548044,9.987032150710164,60048,128,00:00:12
2.1.0,2013,Arkansas - AR,7.576528719267154,9.852703988091996,60656,608,00:01:01
2.1.0,2013,California - CA,7.5848781588652265,9.796630664023098,61128,472,00:00:48
2.1.0,2013,Colorado - CO,7.594113662359673,9.745151416714927,61648,520,00:00:53
2.1.0,2013,Connecticut - CT,7.4358658517926095,6.386095738640734,63024,1376,00:03:35
2.1.0,2013,Delaware - DE,7.4356494286191035,10.231097145243524,63056,32,00:00:03
2.1.0,2013,District of Columbia - DC,7.435229544881898,11.61714338376494,63072,16,00:00:01
2.1.0,2013,Florida - FL,7.445775432394342,9.735884981843698,63616,544,00:00:55
2.1.0,2013,Georgia - GA,7.468038184571287,9.485476532706231,64896,1280,00:02:14
2.1.0,2013,Hawaii - HI,7.468135632681564,10.049339531026463,64944,48,00:00:04
2.1.0,2013,Idaho - ID,7.475051491795986,9.969876517223396,65304,360,00:00:36
2.1.0,2013,Illinois - IL,7.490436874187875,9.730981719484447,66128,824,00:01:24
2.1.0,2013,Indiana - IN,7.503207973976922,9.759483204866624,66872,744,00:01:16
2.1.0,2013,Iowa - IA,7.516545000148368,9.67097961406177,67672,800,00:01:22
2.1.0,2013,Kansas - KS,7.530631134511706,9.698318789558414,68520,848,00:01:27
2.1.0,2013,Kentucky - KY,7.54442413982244,9.477963244808153,69488,968,00:01:42
2.1.0,2013,Louisiana - LA,7.553141466780101,9.779779709480897,70008,520,00:00:53
2.1.0,2013,Maine - ME,7.54189171433311,7.814111957995926,74280,4272,00:09:06
2.1.0,2013,Maryland - MD,7.544754945933727,9.897055383760375,74480,200,00:00:20
2.1.0,2013,Massachusetts - MA,7.565956477914567,8.66503115135518,77296,2816,00:05:24
2.1.0,2013,Michigan - MI,7.5754996635395555,9.774098064150344,77968,672,00:01:08
2.1.0,2013,Minnesota - MN,7.585427417155428,9.810084841349452,78672,704,00:01:11
2.1.0,2013,Mississippi - MS,7.5945233156675895,9.846171369262212,79336,664,00:01:07
2.1.0,2013,Missouri - MO,7.607198632464913,9.687850723415464,80272,936,00:01:36
2.1.0,2013,Montana - MT,7.613290897061567,9.840448099079234,80728,456,00:00:46
2.1.0,2013,Nebraska - NE,7.623840968840672,9.792713863171489,81480,752,00:01:16
2.1.0,2013,Nevada - NV,7.625057025269003,9.930680265201932,81624,144,00:00:14
2.1.0,2013,New Hampshire - NH,7.645193386554257,9.044584802835002,83704,2080,00:03:49
2.1.0,2013,New Jersey - NJ,7.647390372836534,10.062324724009123,83880,176,00:00:17
2.1.0,2013,New Mexico - NM,7.651122608146979,10.047187502367223,84152,272,00:00:27
2.1.0,2013,New York - NY,7.657708719953066,9.85962285768091,84656,504,00:00:51
2.1.0,2013,North Carolina - NC,7.667679398313352,9.742376772423523,85464,808,00:01:22
2.1.0,2013,North Dakota - ND,7.673439088159875,9.940494544081574,85896,432,00:00:43
2.1.0,2013,Ohio - OH,7.682660255069359,9.858272886374882,86608,712,00:01:12
2.1.0,2013,Oklahoma - OK,7.690587293751456,9.905831734974338,87232,624,00:01:02
2.1.0,2013,Oregon - OR,7.663335060362239,4.270288841070985,87544,312,00:01:13
2.1.0,2013,Pacific Islands - PI,7.662960495605436,11.808224397716035,87560,16,00:00:01
2.1.0,2013,Pennsylvania - PA,7.66969558070836,9.827510462318058,88104,544,00:00:55
2.1.0,2013,Puerto Rico - PR,7.6770549028062725,9.778105483361053,88736,632,00:01:04
2.1.0,2013,Rhode Island - RI,7.68055707738982,9.868835133975736,89056,320,00:00:32
2.1.0,2013,South Carolina - SC,7.685390725897017,9.939200144832805,89432,376,00:00:37
2.1.0,2013,South Dakota - SD,7.691549979831414,9.861774607658795,89968,536,00:00:54
2.1.0,2013,Tennessee - TN,7.700424349463596,9.783829298503171,90736,768,00:01:18
2.1.0,2013,Texas - TX,7.717492542579413,9.069646735154398,92776,2040,00:03:44
2.1.0,2013,Utah - UT,7.720071677655373,10.03315791295248,93016,240,00:00:23
2.1.0,2013,Vermont - VT,7.709395137387142,7.721434195597558,95080,2064,00:04:27
2.1.0,2013,Virgin Islands - VI,7.709052648468399,9.913048008985296,95112,32,00:00:03
2.1.0,2013,Virginia - VA,7.7197089158945875,9.581962989750869,96200,1088,00:01:53
2.1.0,2013,Washington - WA,7.723291552536132,10.064630749301964,96520,320,00:00:31
2.1.0,2013,West Virginia - WV,7.728333214369866,9.98263674114814,96968,448,00:00:44
2.1.0,2013,Wisconsin - WI,7.734744343152596,9.790361816547279,97552,584,00:00:59
2.1.0,2013,Wyoming - WY,7.736540218981962,9.97500497521677,97744,192,00:00:19
2.1.0,2012,Alabama - AL,7.722537886753107,6.931246196152575,98304,560,00:01:20
2.1.0,2012,Alaska - AK,7.72360544226172,8.973913593786797,98544,240,00:00:26
2.1.0,2012,Arizona - AZ,7.723973429235519,9.207959255024239,98672,128,00:00:13
2.1.0,2012,Arkansas - AR,7.727779522729081,9.013037553272225,99280,608,00:01:07
2.1.0,2012,California - CA,7.729964745826178,8.898170335842178,99752,472,00:00:53
2.1.0,2012,Colorado - CO,7.732162419396513,8.85013479808494,100272,520,00:00:58
2.1.0,2012,Connecticut - CT,7.736702672694148,8.690479343252042,101632,1360,00:02:36
2.1.0,2012,Delaware - DE,7.73632578653228,9.639037619508446,101664,32,00:00:03
2.1.0,2012,District of Columbia - DC,7.735715813960824,10.59994987505908,101680,16,00:00:01
2.1.0,2012,Florida - FL,7.739061095166221,9.044603713034832,102224,544,00:01:00
2.1.0,2012,Georgia - GA,7.7456288706370815,8.838712689521829,103504,1280,00:02:24
2.1.0,2012,Hawaii - HI,7.745291768927999,9.199453234312278,103552,48,00:00:05
2.1.0,2012,Idaho - ID,7.747577125017856,9.19567899169041,103912,360,00:00:39
2.1.0,2012,Illinois - IL,7.7527730754044635,8.956670752029632,104736,824,00:01:31
2.1.0,2012,Indiana - IN,7.754451159562239,8.475164779398472,105480,744,00:01:27
2.1.0,2012,Iowa - IA,7.759544237590699,9.03965524050544,106280,800,00:01:28
2.1.0,2012,Kansas - KS,7.764834954437217,9.02066308570656,107128,848,00:01:34
2.1.0,2012,Kentucky - KY,7.770231580598762,8.944185193119246,108096,968,00:01:48
2.1.0,2012,Louisiana - LA,7.773404116781228,9.094322148738597,108616,520,00:00:57
2.1.0,2012,Maine - ME,7.756001406479573,7.69797715662404,112864,4248,00:09:11
2.1.0,2012,Maryland - MD,7.756716121096893,9.06809380736666,113064,200,00:00:22
2.1.0,2012,Massachusetts - MA,7.756287242200283,8.108201033207031,115880,2816,00:05:47
2.1.0,2012,Michigan - MI,7.759599436085455,8.950077764851592,116552,672,00:01:15
2.1.0,2012,Minnesota - MN,7.763077123762439,8.917172923530456,117256,704,00:01:18
2.1.0,2012,Mississippi - MS,7.766484788926591,8.994079110667288,117920,664,00:01:13
2.1.0,2012,Missouri - MO,7.770060818890122,8.85892423795248,118856,936,00:01:45
2.1.0,2012,Montana - MT,7.772142474351082,9.003519558477253,119312,456,00:00:50
2.1.0,2012,Nebraska - NE,7.775688711375524,8.898638177699604,120064,752,00:01:24
2.1.0,2012,Nevada - NV,7.776019728380484,9.025284615635341,120208,144,00:00:15
2.1.0,2012,New Hampshire - NH,7.777522099561492,8.428382785718338,122288,2080,00:04:06
2.1.0,2012,New Jersey - NJ,7.7782192385720945,9.280178667834768,122464,176,00:00:18
2.1.0,2012,New Mexico - NM,7.779243320642825,8.989636776713713,122736,272,00:00:30
2.1.0,2012,New York - NY,7.7814921561288335,8.994806047694896,123240,504,00:00:56
2.1.0,2012,North Carolina - NC,7.78503914536257,8.923727347107999,124048,808,00:01:30
2.1.0,2012,North Dakota - ND,7.787152125980277,9.114637760566563,124480,432,00:00:47
2.1.0,2012,Ohio - OH,7.790402997997688,8.93413102819012,125192,712,00:01:19
2.1.0,2012,Oklahoma - OK,7.793290006451151,8.966771739217027,125816,624,00:01:09
2.1.0,2012,Oregon - OR,7.794293988359575,9.035228989900332,126112,296,00:00:32
2.1.0,2012,Pacific Islands - PI,7.793770998617385,9.600958366690676,126128,16,00:00:01
2.1.0,2012,Pennsylvania - PA,7.796133360810686,8.968161751886022,126672,544,00:01:00
2.1.0,2012,Puerto Rico - PR,7.798552288424686,8.903326678861092,127304,632,00:01:10
2.1.0,2012,Rhode Island - RI,7.799625623362812,8.921733283147589,127624,320,00:00:35
2.1.0,2012,South Carolina - SC,7.801181211233182,9.033465338114521,128000,376,00:00:41
2.1.0,2012,South Dakota - SD,7.803796476780328,9.055326909249711,128536,536,00:00:59
2.1.0,2012,Tennessee - TN,7.806526424925736,8.89065313899055,129304,768,00:01:26
2.1.0,2012,Texas - TX,7.80741528781006,8.421078130310168,131344,2040,00:04:02
2.1.0,2012,Utah - UT,7.808153149747278,8.991150440210319,131584,240,00:00:26
2.1.0,2012,Vermont - VT,7.808707635508773,8.397324782280828,133632,2048,00:04:03
2.1.0,2012,Virgin Islands - VI,7.808322065075045,9.25260252930153,133664,32,00:00:03
2.1.0,2012,Virginia - VA,7.808683184805461,8.397716489144981,134752,1088,00:02:09
2.1.0,2012,Washington - WA,7.809839259086447,9.049974153058573,135072,320,00:00:35
2.1.0,2012,West Virginia - WV,7.811609858460707,8.995380451259718,135520,448,00:00:49
2.1.0,2012,Wisconsin - WI,7.76418320777339,3.454438500885375,136120,600,00:02:53
2.1.0,2012,Wyoming - WY,7.764826936662486,9.12603923987021,136312,192,00:00:21
2.1.0,2011,Alabama - AL,7.765609057792304,9.302939802049801,136856,544,00:00:58
2.1.0,2011,Alaska - AK,7.766548668547669,9.326113062662076,137096,240,00:00:25
2.1.0,2011,Arizona - AZ,7.766804577591068,9.221453902271342,137224,128,00:00:13
2.1.0,2011,Arkansas - AR,7.769110506288446,9.001511231303995,137832,608,00:01:07
2.1.0,2011,California - CA,7.771137159585435,9.15307378251873,138304,472,00:00:51
2.1.0,2011,Colorado - CO,7.773584970024814,9.237174827675839,138824,520,00:00:56
2.1.0,2011,Connecticut - CT,7.778138954080207,8.827104368814972,140184,1360,00:02:34
2.1.0,2011,Delaware - DE,7.777768205138894,9.638676731969449,140216,32,00:00:03
2.1.0,2011,District of Columbia - DC,7.777391052293799,10.74368528679031,140232,16,00:00:01
2.1.0,2011,Florida - FL,7.780160143178279,9.253749992349661,140776,544,00:00:58
2.1.0,2011,Georgia - GA,7.786100984306992,9.01132739651785,142056,1280,00:02:22
2.1.0,2011,Hawaii - HI,7.785861706663968,9.424639873356686,142104,48,00:00:05
2.1.0,2011,Idaho - ID,7.7876217480720795,9.402329830513402,142464,360,00:00:38
2.1.0,2011,Illinois - IL,7.791807593204198,9.199081500714254,143288,824,00:01:29
2.1.0,2011,Indiana - IN,7.785813430076595,7.499252315129156,144048,760,00:01:41
2.1.0,2011,Iowa - IA,7.789918730699781,9.13729872979911,144848,800,00:01:27
2.1.0,2011,Kansas - KS,7.7943038511145755,9.165728476189193,145696,848,00:01:32
2.1.0,2011,Kentucky - KY,7.799071859154112,9.148970772747814,146664,968,00:01:45
2.1.0,2011,Louisiana - LA,7.801514829822007,9.2424091427151,147184,520,00:00:56
2.1.0,2011,Maine - ME,7.792429367967944,7.794325068642477,151432,4248,00:09:05
2.1.0,2011,Maryland - MD,7.7932233876502375,9.427613301399383,151632,200,00:00:21
2.1.0,2011,Massachusetts - MA,7.793545135106903,8.28246347349246,154448,2816,00:05:39
2.1.0,2011,Michigan - MI,7.796935295427019,9.271365073261615,155120,672,00:01:12
2.1.0,2011,Minnesota - MN,7.800154142994396,9.155821442219233,155824,704,00:01:16
2.1.0,2011,Mississippi - MS,7.803327983826025,9.241861075506376,156488,664,00:01:11
2.1.0,2011,Missouri - MO,7.807257783415497,9.036799548999344,157424,936,00:01:43
2.1.0,2011,Montana - MT,7.809246812583229,9.277556756985286,157880,456,00:00:49
2.1.0,2011,Nebraska - NE,7.812405612767434,9.140532271208409,158632,752,00:01:22
2.1.0,2011,Nevada - NV,7.812656151229419,9.418163146919104,158776,144,00:00:15
2.1.0,2011,New Hampshire - NH,7.814205607528528,8.542377610353897,160856,2080,00:04:03
2.1.0,2011,New Jersey - NJ,7.814701357187306,9.283486969572582,161032,176,00:00:18
2.1.0,2011,New Mexico - NM,7.815656008658811,9.32647713723401,161304,272,00:00:29
2.1.0,2011,New York - NY,7.817729971947923,9.181017498267282,161808,504,00:00:54
2.1.0,2011,North Carolina - NC,7.818702561785707,8.546574518795993,162616,808,00:01:34
2.1.0,2011,North Dakota - ND,7.82052547935339,9.238880670918373,163048,432,00:00:46
2.1.0,2011,Ohio - OH,7.823757358944605,9.171291784191135,163760,712,00:01:17
2.1.0,2011,Oklahoma - OK,7.826390515057304,9.157367780529183,164384,624,00:01:08
2.1.0,2011,Oregon - OR,7.8273405357472985,9.295885860328461,164680,296,00:00:31
2.1.0,2011,Pacific Islands - PI,7.827011563151668,10.64236942942302,164696,16,00:00:01
2.1.0,2011,Pennsylvania - PA,7.82910820737668,9.256943700565442,165240,544,00:00:58
2.1.0,2011,Puerto Rico - PR,7.831612402211438,9.072310189274498,165872,632,00:01:09
2.1.0,2011,Rhode Island - RI,7.832678738288809,9.131187458021106,166192,320,00:00:35
2.1.0,2011,South Carolina - SC,7.834299771691057,9.328448769253528,166568,376,00:00:40
2.1.0,2011,South Dakota - SD,7.836476507485212,9.252471349421997,167104,536,00:00:57
2.1.0,2011,Tennessee - TN,7.839509127003129,9.06160467807293,167872,768,00:01:24
2.1.0,2011,Texas - TX,7.841408986177739,8.613939634680138,169912,2040,00:03:56
2.1.0,2011,Utah - UT,7.842116589567478,9.227369585111497,170152,240,00:00:26
2.1.0,2011,Vermont - VT,7.843563818593897,8.558492938556983,172200,2048,00:03:59
2.1.0,2011,Virgin Islands - VI,7.843266077225349,9.47051673335356,172232,32,00:00:03
2.1.0,2011,Virginia - VA,7.846319800405269,8.893666741847992,173320,1088,00:02:02
2.1.0,2011,Washington - WA,7.847498266266046,9.284242713315273,173640,320,00:00:34
2.1.0,2011,West Virginia - WV,7.849112570647872,9.18610662506068,174088,448,00:00:48
2.1.0,2011,Wisconsin - WI,7.851476641426087,9.18491359411981,174672,584,00:01:03
2.1.0,2011,Wyoming - WY,7.852023033178552,9.38153193260789,174864,192,00:00:20
2.1.0,2010,Alabama - AL,7.851297311800388,8.847468584522726,175408,544,00:01:01
2.1.0,2010,Alaska - AK,7.849036619181966,7.076746869168217,175648,240,00:00:33
2.1.0,2010,Arizona - AZ,7.84909557451742,9.196961291268915,175776,128,00:00:13
2.1.0,2010,Arkansas - AR,7.850528600383982,8.942506038523316,176384,608,00:01:07
2.1.0,2010,California - CA,7.851579132033162,8.948178204819431,176856,472,00:00:52
2.1.0,2010,Colorado - CO,7.853103239098403,9.029777043629519,177376,520,00:00:57
2.1.0,2010,Connecticut - CT,7.854877831343867,8.749426377549922,178736,1360,00:02:35
2.1.0,2010,Delaware - DE,7.854572888560693,9.474791573569329,178768,32,00:00:03
2.1.0,2010,District of Columbia - DC,7.854231088798618,10.441321369175087,178784,16,00:00:01
2.1.0,2010,Florida - FL,7.855939775670405,9.133606273060842,179328,544,00:00:59
2.1.0,2010,Georgia - GA,7.858018211283828,8.767568475098917,180608,1280,00:02:25
2.1.0,2010,Hawaii - HI,7.857588927652015,8.587035969312272,180656,48,00:00:05
2.1.0,2010,Idaho - ID,7.858442921852537,9.070396115965151,181016,360,00:00:39
2.1.0,2010,Illinois - IL,7.860855771095393,8.964844623770551,181840,824,00:01:31
2.1.0,2010,Indiana - IN,7.862915616298362,8.99257172521735,182584,744,00:01:22
2.1.0,2010,Iowa - IA,7.8657960751483476,9.060660231779822,183384,800,00:01:28
2.1.0,2010,Kansas - KS,7.868305787704445,9.003182603048831,184232,848,00:01:34
2.1.0,2010,Kentucky - KY,7.870916550846871,8.974484806092047,185200,968,00:01:47
2.1.0,2010,Louisiana - LA,7.871948066618399,8.804032820775024,185720,520,00:00:59
2.1.0,2010,Maine - ME,7.859174336540159,7.692128433724944,189968,4248,00:09:12
2.1.0,2010,Maryland - MD,7.859228049499479,8.900449543084505,190168,200,00:00:22
2.1.0,2010,Massachusetts - MA,7.855921430846813,7.980203163039286,192984,2816,00:05:52
2.1.0,2010,Michigan - MI,7.83428843826541,4.708472202655885,193672,688,00:02:26
2.1.0,2010,Minnesota - MN,7.835912696421814,8.868022297707032,194376,704,00:01:19
2.1.0,2010,Mississippi - MS,7.837744976657073,8.963603185482256,195040,664,00:01:14
2.1.0,2010,Missouri - MO,7.8398995305212,8.889714872140232,195976,936,00:01:45
2.1.0,2010,Montana - MT,7.84111969610245,9.12690399039943,196432,456,00:00:49
2.1.0,2010,Nebraska - NE,7.843173251259012,8.966558299348854,197184,752,00:01:23
2.1.0,2010,Nevada - NV,7.843168534340815,9.27372399152607,197328,144,00:00:15
2.1.0,2010,New Hampshire - NH,7.843202803937222,8.389090367213461,199408,2080,00:04:07
2.1.0,2010,New Jersey - NJ,7.843409851472426,9.046183516435958,199584,176,00:00:19
2.1.0,2010,New Mexico - NM,7.844270923892899,9.27537136601218,199856,272,00:00:29
2.1.0,2010,New York - NY,7.845186897265027,8.898433046946622,200360,504,00:00:56
2.1.0,2010,North Carolina - NC,7.84698944009379,8.885525615935476,201168,808,00:01:30
2.1.0,2010,North Dakota - ND,7.84825537113578,9.12815758117497,201600,432,00:00:47
2.1.0,2010,Ohio - OH,7.850109106518514,8.958759056613557,202312,712,00:01:19
2.1.0,2010,Oklahoma - OK,7.851893685809285,9.030471109973666,202936,624,00:01:09
2.1.0,2010,Oregon - OR,7.852498142732341,9.107434581919833,203232,296,00:00:32
2.1.0,2010,Pacific Islands - PI,7.852136716318161,9.179142549804261,203248,16,00:00:01
2.1.0,2010,Pennsylvania - PA,7.853215104204852,8.960977079931453,203792,544,00:01:00
2.1.0,2010,Puerto Rico - PR,7.854097834497236,8.844253028187474,204424,632,00:01:11
2.1.0,2010,Rhode Island - RI,7.854532746984319,8.96728412640218,204744,320,00:00:35
2.1.0,2010,South Carolina - SC,7.855154028855215,8.981028186383197,205120,376,00:00:41
2.1.0,2010,South Dakota - SD,7.856374366624936,8.926977503368247,205656,536,00:01:00
2.1.0,2010,Tennessee - TN,7.858073336632575,8.90492316229638,206424,768,00:01:26
2.1.0,2010,Texas - TX,7.858065075030286,8.397812446967626,208464,2040,00:04:02
2.1.0,2010,Utah - UT,7.858459340381876,9.114132695685525,208704,240,00:00:26
2.1.0,2010,Vermont - VT,7.858434425036484,8.414408708370882,210752,2048,00:04:03
2.1.0,2010,Virgin Islands - VI,7.858085882813015,8.998795674357236,210784,32,00:00:03
2.1.0,2010,Virginia - VA,7.859124980501435,8.708896949396095,211872,1088,00:02:04
2.1.0,2010,Washington - WA,7.859731341360881,9.051645316775453,212192,320,00:00:35
2.1.0,2010,West Virginia - WV,7.860536664258262,8.97067224662583,212640,448,00:00:49
2.1.0,2010,Wisconsin - WI,7.861552600250418,8.854686173756066,213224,584,00:01:05
2.1.0,2010,Wyoming - WY,7.861855560824051,9.164256595508016,213416,192,00:00:20
